Measure Names,Port Name,State,Year,Port Code,Measure Values
Domestic,Galveston,Texas,2019,C2417,"4,888,256"
Foreign Total,Galveston,Texas,2019,C2417,"6,070,169"
Exports,Galveston,Texas,2019,C2417,"3,722,406"
Imports,Galveston,Texas,2019,C2417,"2,347,763"
Total (tons),Galveston,Texas,2020,C2417,"23,890,364"
Domestic,Galveston,Texas,2020,C2417,"10,485,358"
Foreign Total,Galveston,Texas,2020,C2417,"13,405,006"
Exports,Galveston,Texas,2020,C2417,"10,354,942"
Imports,Galveston,Texas,2020,C2417,"3,050,064"
Total (tons),Galveston,Texas,2021,C2417,"12,011,826"
Domestic,Galveston,Texas,2021,C2417,"5,408,321"
Foreign Total,Galveston,Texas,2021,C2417,"6,603,505"
Exports,Galveston,Texas,2021,C2417,"4,202,906"
Imports,Galveston,Texas,2021,C2417,"2,400,599"
Total (tons),Galveston,Texas,2022,C2417,"13,530,166"
Domestic,Galveston,Texas,2022,C2417,"8,240,683"
Foreign Total,Galveston,Texas,2022,C2417,"5,289,483"
Exports,Galveston,Texas,2022,C2417,"3,447,936"
Imports,Galveston,Texas,2022,C2417,"1,841,547"
Total (tons),Gary,Indiana,2010,L3736,"7,831,215"
Domestic,Gary,Indiana,2010,L3736,"7,607,812"
Foreign Total,Gary,Indiana,2010,L3736,"223,403"
Exports,Gary,Indiana,2010,L3736,"58,423"
Imports,Gary,Indiana,2010,L3736,"164,980"
Total (tons),Gary,Indiana,2017,L3736,"8,106,529"
Domestic,Gary,Indiana,2017,L3736,"8,078,722"
Foreign Total,Gary,Indiana,2017,L3736,"27,807"
Exports,Gary,Indiana,2017,L3736,
Imports,Gary,Indiana,2017,L3736,"27,807"
Total (tons),Gary,Indiana,2018,L3736,"8,600,449"
Domestic,Gary,Indiana,2018,L3736,"8,516,163"
Foreign Total,Gary,Indiana,2018,L3736,"84,286"
Exports,Gary,Indiana,2018,L3736,
Imports,Gary,Indiana,2018,L3736,"84,286"
Total (tons),Gary,Indiana,2019,L3736,"7,978,004"
Domestic,Gary,Indiana,2019,L3736,"7,947,346"
Foreign Total,Gary,Indiana,2019,L3736,"30,658"
Exports,Gary,Indiana,2019,L3736,
Imports,Gary,Indiana,2019,L3736,"30,658"
Total (tons),Grand Haven,Michigan,2010,L3728,"762,998"
Domestic,Grand Haven,Michigan,2010,L3728,"695,953"
Foreign Total,Grand Haven,Michigan,2010,L3728,"67,045"
Exports,Grand Haven,Michigan,2010,L3728,
Imports,Grand Haven,Michigan,2010,L3728,"67,045"
Total (tons),Grand Haven,Michigan,2017,L3728,"1,327,947"
Domestic,Grand Haven,Michigan,2017,L3728,"1,133,202"
Foreign Total,Grand Haven,Michigan,2017,L3728,"194,745"
Exports,Grand Haven,Michigan,2017,L3728,
Imports,Grand Haven,Michigan,2017,L3728,"194,745"
Total (tons),Grand Haven,Michigan,2018,L3728,"1,321,003"
Domestic,Grand Haven,Michigan,2018,L3728,"1,040,365"
Foreign Total,Grand Haven,Michigan,2018,L3728,"280,638"
Exports,Grand Haven,Michigan,2018,L3728,
Imports,Grand Haven,Michigan,2018,L3728,"280,638"
Total (tons),Grand Haven,Michigan,2019,L3728,"1,363,185"
Domestic,Grand Haven,Michigan,2019,L3728,"1,110,252"
Foreign Total,Grand Haven,Michigan,2019,L3728,"252,933"
Exports,Grand Haven,Michigan,2019,L3728,212
Imports,Grand Haven,Michigan,2019,L3728,"252,721"
Total (tons),Grand Haven,Michigan,2020,L3728,"3,195,788"
Domestic,Grand Haven,Michigan,2020,L3728,"2,384,658"
Foreign Total,Grand Haven,Michigan,2020,L3728,"811,130"
Exports,Grand Haven,Michigan,2020,L3728,0
Imports,Grand Haven,Michigan,2020,L3728,"811,130"
Total (tons),Grays Harbor,Washington,2010,C4702,"1,679,991"
Domestic,Grays Harbor,Washington,2010,C4702,"270,604"
Foreign Total,Grays Harbor,Washington,2010,C4702,"1,409,387"
Exports,Grays Harbor,Washington,2010,C4702,"1,392,850"
Imports,Grays Harbor,Washington,2010,C4702,"16,537"
Total (tons),Grays Harbor,Washington,2017,C4702,"2,303,154"
Domestic,Grays Harbor,Washington,2017,C4702,"80,928"
Foreign Total,Grays Harbor,Washington,2017,C4702,"2,222,226"
Exports,Grays Harbor,Washington,2017,C4702,"1,981,603"
Imports,Grays Harbor,Washington,2017,C4702,"240,623"
Total (tons),Grays Harbor,Washington,2018,C4702,"2,755,772"
Domestic,Grays Harbor,Washington,2018,C4702,"109,139"
Foreign Total,Grays Harbor,Washington,2018,C4702,"2,646,633"
Exports,Grays Harbor,Washington,2018,C4702,"2,527,207"
Imports,Grays Harbor,Washington,2018,C4702,"119,426"
Total (tons),Grays Harbor,Washington,2019,C4702,"2,843,420"
Domestic,Grays Harbor,Washington,2019,C4702,"60,912"
Foreign Total,Grays Harbor,Washington,2019,C4702,"2,782,508"
Exports,Grays Harbor,Washington,2019,C4702,"2,674,980"
Imports,Grays Harbor,Washington,2019,C4702,"107,528"
Total (tons),Grays Harbor,Washington,2020,C4702,"2,909,945"
Domestic,Grays Harbor,Washington,2020,C4702,"56,430"
Foreign Total,Grays Harbor,Washington,2020,C4702,"2,853,515"
Exports,Grays Harbor,Washington,2020,C4702,"2,736,883"
Imports,Grays Harbor,Washington,2020,C4702,"116,632"
Total (tons),Grays Harbor,Washington,2021,C4702,"1,750,703"
Domestic,Grays Harbor,Washington,2021,C4702,"32,135"
Foreign Total,Grays Harbor,Washington,2021,C4702,"1,718,568"
Exports,Grays Harbor,Washington,2021,C4702,"1,638,084"
Imports,Grays Harbor,Washington,2021,C4702,"80,484"
Total (tons),Grays Harbor Port District,Washington,2020,C4702,"2,909,945"
Domestic,Grays Harbor Port District,Washington,2020,C4702,"56,430"
Foreign Total,Grays Harbor Port District,Washington,2020,C4702,"2,853,515"
Exports,Grays Harbor Port District,Washington,2020,C4702,"2,736,883"
Imports,Grays Harbor Port District,Washington,2020,C4702,"116,632"
Total (tons),Grays Harbor Port District,Washington,2022,C4702,"1,797,424"
Domestic,Grays Harbor Port District,Washington,2022,C4702,"81,262"
Foreign Total,Grays Harbor Port District,Washington,2022,C4702,"1,716,162"
Exports,Grays Harbor Port District,Washington,2022,C4702,"1,429,493"
Imports,Grays Harbor Port District,Washington,2022,C4702,"286,669"
Total (tons),Greater Lafourche Port,Louisiana,2020,C1910,"7,409,486"
Domestic,Greater Lafourche Port,Louisiana,2020,C1910,"7,215,051"
Foreign Total,Greater Lafourche Port,Louisiana,2020,C1910,"194,435"
Exports,Greater Lafourche Port,Louisiana,2020,C1910,"58,553"
Imports,Greater Lafourche Port,Louisiana,2020,C1910,"135,882"
Total (tons),Greater Lafourche Port,Louisiana,2022,C1910,"6,948,460"
Domestic,Greater Lafourche Port,Louisiana,2022,C1910,"6,866,367"
Foreign Total,Greater Lafourche Port,Louisiana,2022,C1910,"82,093"
Exports,Greater Lafourche Port,Louisiana,2022,C1910,"7,410"
Imports,Greater Lafourche Port,Louisiana,2022,C1910,"74,683"
Total (tons),Green Bay,Wisconsin,2010,L3778,"1,909,845"
Domestic,Green Bay,Wisconsin,2010,L3778,"1,752,408"
Foreign Total,Green Bay,Wisconsin,2010,L3778,"157,437"
Exports,Green Bay,Wisconsin,2010,L3778,
Imports,Green Bay,Wisconsin,2010,L3778,"157,437"
Total (tons),Green Bay,Wisconsin,2017,L3778,"1,828,953"
Domestic,Green Bay,Wisconsin,2017,L3778,"1,427,618"
Foreign Total,Green Bay,Wisconsin,2017,L3778,"401,335"
Exports,Green Bay,Wisconsin,2017,L3778,"43,677"
Imports,Green Bay,Wisconsin,2017,L3778,"357,658"
Total (tons),Green Bay,Wisconsin,2018,L3778,"2,156,416"
Domestic,Green Bay,Wisconsin,2018,L3778,"1,458,837"
Foreign Total,Green Bay,Wisconsin,2018,L3778,"697,579"
Exports,Green Bay,Wisconsin,2018,L3778,"8,211"
Imports,Green Bay,Wisconsin,2018,L3778,"689,368"
Total (tons),Green Bay,Wisconsin,2019,L3778,"2,283,685"
Domestic,Green Bay,Wisconsin,2019,L3778,"1,615,004"
Foreign Total,Green Bay,Wisconsin,2019,L3778,"668,681"
Exports,Green Bay,Wisconsin,2019,L3778,
Imports,Green Bay,Wisconsin,2019,L3778,"668,681"
Total (tons),Green Bay,Wisconsin,2020,L3778,"4,044,800"
Domestic,Green Bay,Wisconsin,2020,L3778,"2,822,542"
Foreign Total,Green Bay,Wisconsin,2020,L3778,"1,222,258"
Exports,Green Bay,Wisconsin,2020,L3778,0
Imports,Green Bay,Wisconsin,2020,L3778,"1,222,258"
Total (tons),Green Bay,Wisconsin,2021,L3778,"2,202,130"
Domestic,Green Bay,Wisconsin,2021,L3778,"1,417,625"
Foreign Total,Green Bay,Wisconsin,2021,L3778,"784,505"
Exports,Green Bay,Wisconsin,2021,L3778,0
Imports,Green Bay,Wisconsin,2021,L3778,"784,505"
Total (tons),Green Bay,Wisconsin,2022,L3778,"1,808,265"
Domestic,Green Bay,Wisconsin,2022,L3778,"1,402,256"
Foreign Total,Green Bay,Wisconsin,2022,L3778,"406,009"
Exports,Green Bay,Wisconsin,2022,L3778,0
Imports,Green Bay,Wisconsin,2022,L3778,"406,009"
Total (tons),Greenville,Mississippi,2010,I2271,"2,714,951"
Domestic,Greenville,Mississippi,2010,I2271,"2,714,951"
Foreign Total,Greenville,Mississippi,2010,I2271,
Exports,Greenville,Mississippi,2010,I2271,
Imports,Greenville,Mississippi,2010,I2271,
Total (tons),Greenville,Mississippi,2017,I2271,"2,921,027"
Domestic,Greenville,Mississippi,2017,I2271,"2,921,027"
Foreign Total,Greenville,Mississippi,2017,I2271,
Exports,Greenville,Mississippi,2017,I2271,
Imports,Greenville,Mississippi,2017,I2271,
Total (tons),Greenville,Mississippi,2018,I2271,"2,944,932"
Domestic,Greenville,Mississippi,2018,I2271,"2,944,932"
Foreign Total,Greenville,Mississippi,2018,I2271,
Exports,Greenville,Mississippi,2018,I2271,
Imports,Greenville,Mississippi,2018,I2271,
Total (tons),Greenville,Mississippi,2019,I2271,"3,105,923"
Domestic,Greenville,Mississippi,2019,I2271,"3,105,923"
Foreign Total,Greenville,Mississippi,2019,I2271,
Exports,Greenville,Mississippi,2019,I2271,
Imports,Greenville,Mississippi,2019,I2271,
Total (tons),Greenville,Mississippi,2020,I2271,"5,816,134"
Domestic,Greenville,Mississippi,2020,I2271,"5,816,134"
Foreign Total,Greenville,Mississippi,2020,I2271,0
Exports,Greenville,Mississippi,2020,I2271,0
Imports,Greenville,Mississippi,2020,I2271,0
Total (tons),Greenville,Mississippi,2021,I2271,"2,454,703"
Domestic,Greenville,Mississippi,2021,I2271,"2,454,703"
Foreign Total,Greenville,Mississippi,2021,I2271,0
Exports,Greenville,Mississippi,2021,I2271,0
Imports,Greenville,Mississippi,2021,I2271,0
Total (tons),Guayama,Puerto Rico,2022,,"1,798,998"
Domestic,Guayama,Puerto Rico,2022,,"407,086"
Foreign Total,Guayama,Puerto Rico,2022,,"1,391,912"
Exports,Guayama,Puerto Rico,2022,,0
Imports,Guayama,Puerto Rico,2022,,"1,391,912"
Total (tons),Guaynabo,Puerto Rico,2020,,"2,042,067"
Domestic,Guaynabo,Puerto Rico,2020,,"248,994"
Foreign Total,Guaynabo,Puerto Rico,2020,,"1,793,073"
Exports,Guaynabo,Puerto Rico,2020,,"72,385"
Imports,Guaynabo,Puerto Rico,2020,,"1,720,688"
Total (tons),Guaynabo,Puerto Rico,2022,,"1,626,732"
Domestic,Guaynabo,Puerto Rico,2022,,"199,888"
Foreign Total,Guaynabo,Puerto Rico,2022,,"1,426,844"
Exports,Guaynabo,Puerto Rico,2022,,"3,428"
Imports,Guaynabo,Puerto Rico,2022,,"1,423,416"
Total (tons),"Guaynabo, PR",Puerto Rico,2020,,"2,042,067"
Domestic,"Guaynabo, PR",Puerto Rico,2020,,"248,994"
Foreign Total,"Guaynabo, PR",Puerto Rico,2020,,"1,793,073"
Exports,"Guaynabo, PR",Puerto Rico,2020,,"72,385"
Imports,"Guaynabo, PR",Puerto Rico,2020,,"1,720,688"
Total (tons),"Guaynabo, PR",Puerto Rico,2021,,"1,580,839"
Domestic,"Guaynabo, PR",Puerto Rico,2021,,"292,648"
Foreign Total,"Guaynabo, PR",Puerto Rico,2021,,"1,288,191"
Exports,"Guaynabo, PR",Puerto Rico,2021,,"44,070"
Imports,"Guaynabo, PR",Puerto Rico,2021,,"1,244,121"
Total (tons),Gulfport,Mississippi,2010,C2083,"2,079,697"
Domestic,Gulfport,Mississippi,2010,C2083,"60,597"
Foreign Total,Gulfport,Mississippi,2010,C2083,"2,019,100"
Exports,Gulfport,Mississippi,2010,C2083,"740,686"
Imports,Gulfport,Mississippi,2010,C2083,"1,278,414"
Total (tons),Gulfport,Mississippi,2017,C2083,"2,312,058"
Domestic,Gulfport,Mississippi,2017,C2083,"20,039"
Foreign Total,Gulfport,Mississippi,2017,C2083,"2,292,019"
Exports,Gulfport,Mississippi,2017,C2083,"509,724"
Imports,Gulfport,Mississippi,2017,C2083,"1,782,295"
Total (tons),Gulfport,Mississippi,2018,C2083,"2,052,691"
Domestic,Gulfport,Mississippi,2018,C2083,"27,106"
Foreign Total,Gulfport,Mississippi,2018,C2083,"2,025,585"
Exports,Gulfport,Mississippi,2018,C2083,"650,994"
Imports,Gulfport,Mississippi,2018,C2083,"1,374,591"
Total (tons),Gulfport,Mississippi,2019,C2083,"1,966,349"
Domestic,Gulfport,Mississippi,2019,C2083,"22,180"
Foreign Total,Gulfport,Mississippi,2019,C2083,"1,944,169"
Exports,Gulfport,Mississippi,2019,C2083,"540,531"
Imports,Gulfport,Mississippi,2019,C2083,"1,403,638"
Total (tons),Gulfport,Mississippi,2020,C2083,"3,285,446"
Domestic,Gulfport,Mississippi,2020,C2083,"55,174"
Foreign Total,Gulfport,Mississippi,2020,C2083,"3,230,272"
Exports,Gulfport,Mississippi,2020,C2083,"1,041,392"
Imports,Gulfport,Mississippi,2020,C2083,"2,188,880"
Total (tons),Gulfport,Mississippi,2021,C2083,"2,064,116"
Domestic,Gulfport,Mississippi,2021,C2083,"97,697"
Foreign Total,Gulfport,Mississippi,2021,C2083,"1,966,419"
Exports,Gulfport,Mississippi,2021,C2083,"550,335"
Imports,Gulfport,Mississippi,2021,C2083,"1,416,084"
Total (tons),Guntersville,Alabama,2010,I2371,"1,820,102"
Domestic,Guntersville,Alabama,2010,I2371,"1,820,102"
Foreign Total,Guntersville,Alabama,2010,I2371,
Exports,Guntersville,Alabama,2010,I2371,
Imports,Guntersville,Alabama,2010,I2371,
Total (tons),Guntersville,Alabama,2017,I2371,"1,910,389"
Domestic,Guntersville,Alabama,2017,I2371,"1,910,389"
Foreign Total,Guntersville,Alabama,2017,I2371,
Exports,Guntersville,Alabama,2017,I2371,
Imports,Guntersville,Alabama,2017,I2371,
Total (tons),Guntersville,Alabama,2018,I2371,"1,918,572"
Domestic,Guntersville,Alabama,2018,I2371,"1,918,572"
Foreign Total,Guntersville,Alabama,2018,I2371,
Exports,Guntersville,Alabama,2018,I2371,
Imports,Guntersville,Alabama,2018,I2371,
Total (tons),Guntersville,Alabama,2019,I2371,"1,585,476"
Domestic,Guntersville,Alabama,2019,I2371,"1,585,476"
Foreign Total,Guntersville,Alabama,2019,I2371,
Exports,Guntersville,Alabama,2019,I2371,
Imports,Guntersville,Alabama,2019,I2371,
Total (tons),Guntersville,Alabama,2020,I2371,"3,649,994"
Domestic,Guntersville,Alabama,2020,I2371,"3,649,994"
Foreign Total,Guntersville,Alabama,2020,I2371,0
Exports,Guntersville,Alabama,2020,I2371,0
Imports,Guntersville,Alabama,2020,I2371,0
Total (tons),Guntersville,Alabama,2021,I2371,"1,697,056"
Domestic,Guntersville,Alabama,2021,I2371,"1,697,056"
Foreign Total,Guntersville,Alabama,2021,I2371,0
Exports,Guntersville,Alabama,2021,I2371,0
Imports,Guntersville,Alabama,2021,I2371,0
Total (tons),Guntersville,Alabama,2022,I2371,"1,665,855"
Domestic,Guntersville,Alabama,2022,I2371,"1,665,855"
Foreign Total,Guntersville,Alabama,2022,I2371,0
Exports,Guntersville,Alabama,2022,I2371,0
Imports,Guntersville,Alabama,2022,I2371,0
Total (tons),Havana Regional,Illinois,2019,,"2,805,423"
Domestic,Havana Regional,Illinois,2019,,"2,805,423"
Foreign Total,Havana Regional,Illinois,2019,,
Exports,Havana Regional,Illinois,2019,,
Imports,Havana Regional,Illinois,2019,,
Total (tons),Havana Regional,Illinois,2021,,"2,966,251"
Domestic,Havana Regional,Illinois,2021,,"2,966,251"
Foreign Total,Havana Regional,Illinois,2021,,0
Exports,Havana Regional,Illinois,2021,,0
Imports,Havana Regional,Illinois,2021,,0
Total (tons),Havana Regional Port,Illinois,2022,,"2,513,302"
Domestic,Havana Regional Port,Illinois,2022,,"2,513,302"
Foreign Total,Havana Regional Port,Illinois,2022,,0
Exports,Havana Regional Port,Illinois,2022,,0
Imports,Havana Regional Port,Illinois,2022,,0
Total (tons),Heart of Illinois,Illinois,2019,,"4,834,524"
Domestic,Heart of Illinois,Illinois,2019,,"4,834,524"
Foreign Total,Heart of Illinois,Illinois,2019,,
Exports,Heart of Illinois,Illinois,2019,,
Imports,Heart of Illinois,Illinois,2019,,
Total (tons),Heart of Illinois,Illinois,2021,,"4,259,089"
Domestic,Heart of Illinois,Illinois,2021,,"4,259,089"
Foreign Total,Heart of Illinois,Illinois,2021,,0
Exports,Heart of Illinois,Illinois,2021,,0
Imports,Heart of Illinois,Illinois,2021,,0
Total (tons),Heart of Illinois Port,Illinois,2022,,"4,099,548"
Domestic,Heart of Illinois Port,Illinois,2022,,"4,099,548"
Foreign Total,Heart of Illinois Port,Illinois,2022,,0
Exports,Heart of Illinois Port,Illinois,2022,,0
Imports,Heart of Illinois Port,Illinois,2022,,0
Total (tons),Heartland Port Authority,Missouri,2020,,"1,076,933"
Domestic,Heartland Port Authority,Missouri,2020,,"1,076,933"
Foreign Total,Heartland Port Authority,Missouri,2020,,0
Exports,Heartland Port Authority,Missouri,2020,,0
Imports,Heartland Port Authority,Missouri,2020,,0
Total (tons),"Heartland Port Authority, MO",Missouri,2020,,"1,076,933"
Domestic,"Heartland Port Authority, MO",Missouri,2020,,"1,076,933"
Foreign Total,"Heartland Port Authority, MO",Missouri,2020,,
Exports,"Heartland Port Authority, MO",Missouri,2020,,
Imports,"Heartland Port Authority, MO",Missouri,2020,,
Total (tons),Helena,Arkansas,2010,I2293,"1,385,190"
Domestic,Helena,Arkansas,2010,I2293,"1,385,190"
Foreign Total,Helena,Arkansas,2010,I2293,
Exports,Helena,Arkansas,2010,I2293,
Imports,Helena,Arkansas,2010,I2293,
Total (tons),Helena,Arkansas,2017,I2293,"1,357,367"
Domestic,Helena,Arkansas,2017,I2293,"1,357,367"
Foreign Total,Helena,Arkansas,2017,I2293,
Exports,Helena,Arkansas,2017,I2293,
Imports,Helena,Arkansas,2017,I2293,
Total (tons),Helena,Arkansas,2018,I2293,"1,118,011"
Domestic,Helena,Arkansas,2018,I2293,"1,118,011"
Foreign Total,Helena,Arkansas,2018,I2293,
Exports,Helena,Arkansas,2018,I2293,
Imports,Helena,Arkansas,2018,I2293,
Total (tons),Helena,Arkansas,2019,I2293,"1,108,537"
Domestic,Helena,Arkansas,2019,I2293,"1,108,537"
Foreign Total,Helena,Arkansas,2019,I2293,
Exports,Helena,Arkansas,2019,I2293,
Imports,Helena,Arkansas,2019,I2293,
Total (tons),Helena,Arkansas,2020,I2293,"1,449,102"
Domestic,Helena,Arkansas,2020,I2293,"1,449,102"
Foreign Total,Helena,Arkansas,2020,I2293,
Exports,Helena,Arkansas,2020,I2293,
Imports,Helena,Arkansas,2020,I2293,
Total (tons),Helena,Arkansas,2021,I2293,"1,547,986"
Domestic,Helena,Arkansas,2021,I2293,"1,547,986"
Foreign Total,Helena,Arkansas,2021,I2293,0
Exports,Helena,Arkansas,2021,I2293,0
Imports,Helena,Arkansas,2021,I2293,0
Total (tons),Helena-West Helena Port,Arkansas,2020,I2293,"1,449,102"
Domestic,Helena-West Helena Port,Arkansas,2020,I2293,"1,449,102"
Foreign Total,Helena-West Helena Port,Arkansas,2020,I2293,0
Exports,Helena-West Helena Port,Arkansas,2020,I2293,0
Imports,Helena-West Helena Port,Arkansas,2020,I2293,0
Total (tons),Helena-West Helena Port,Arkansas,2022,I2293,"1,315,862"
Domestic,Helena-West Helena Port,Arkansas,2022,I2293,"1,315,862"
Foreign Total,Helena-West Helena Port,Arkansas,2022,I2293,0
Exports,Helena-West Helena Port,Arkansas,2022,I2293,0
Imports,Helena-West Helena Port,Arkansas,2022,I2293,0
Total (tons),Hempstead,New York,2010,I0514,"869,647"
Domestic,Hempstead,New York,2010,I0514,"869,647"
Foreign Total,Hempstead,New York,2010,I0514,
Exports,Hempstead,New York,2010,I0514,
Imports,Hempstead,New York,2010,I0514,
Total (tons),Hempstead,New York,2017,I514,"762,218"
Domestic,Hempstead,New York,2017,I514,"762,218"
Foreign Total,Hempstead,New York,2017,I514,
Exports,Hempstead,New York,2017,I514,
Imports,Hempstead,New York,2017,I514,
Total (tons),Henderson County Riverport,Kentucky,2017,I2329,"1,757,672"
Domestic,Henderson County Riverport,Kentucky,2017,I2329,"1,757,672"
Foreign Total,Henderson County Riverport,Kentucky,2017,I2329,
Exports,Henderson County Riverport,Kentucky,2017,I2329,
Imports,Henderson County Riverport,Kentucky,2017,I2329,
Total (tons),Henderson County Riverport,Kentucky,2018,I2329,"1,757,755"
Domestic,Henderson County Riverport,Kentucky,2018,I2329,"1,757,755"
Foreign Total,Henderson County Riverport,Kentucky,2018,I2329,
Exports,Henderson County Riverport,Kentucky,2018,I2329,
Imports,Henderson County Riverport,Kentucky,2018,I2329,
Total (tons),Henderson County Riverport,Kentucky,2019,I2329,"1,806,316"
Domestic,Henderson County Riverport,Kentucky,2019,I2329,"1,806,316"
Foreign Total,Henderson County Riverport,Kentucky,2019,I2329,
Exports,Henderson County Riverport,Kentucky,2019,I2329,
Imports,Henderson County Riverport,Kentucky,2019,I2329,
Total (tons),Henderson County Riverport,Kentucky,2020,I2329,"3,517,416"
Domestic,Henderson County Riverport,Kentucky,2020,I2329,"3,517,416"
Foreign Total,Henderson County Riverport,Kentucky,2020,I2329,0
Exports,Henderson County Riverport,Kentucky,2020,I2329,0
Imports,Henderson County Riverport,Kentucky,2020,I2329,0
Total (tons),Henderson County Riverport,Kentucky,2021,I2329,"2,033,113"
Domestic,Henderson County Riverport,Kentucky,2021,I2329,"2,033,113"
Foreign Total,Henderson County Riverport,Kentucky,2021,I2329,0
Exports,Henderson County Riverport,Kentucky,2021,I2329,0
Imports,Henderson County Riverport,Kentucky,2021,I2329,0
Total (tons),Henderson County Riverport,Kentucky,2022,I2329,"2,254,401"
Domestic,Henderson County Riverport,Kentucky,2022,I2329,"2,254,401"
Foreign Total,Henderson County Riverport,Kentucky,2022,I2329,0
Exports,Henderson County Riverport,Kentucky,2022,I2329,0
Imports,Henderson County Riverport,Kentucky,2022,I2329,0
Total (tons),Hickman-Fulton County Port,Kentucky,2020,I2304,"1,129,707"
Domestic,Hickman-Fulton County Port,Kentucky,2020,I2304,"1,129,707"
Foreign Total,Hickman-Fulton County Port,Kentucky,2020,I2304,0
Exports,Hickman-Fulton County Port,Kentucky,2020,I2304,0
Imports,Hickman-Fulton County Port,Kentucky,2020,I2304,0
Total (tons),Hickman-Fulton County Port,Kentucky,2022,I2304,"1,199,302"
Domestic,Hickman-Fulton County Port,Kentucky,2022,I2304,"1,199,302"
Foreign Total,Hickman-Fulton County Port,Kentucky,2022,I2304,0
