Measures,State,Year of Year,Values
Highway Fatalities,South Dakota,2016,116
Highway Fatalities,South Dakota,2017,129
Highway Fatalities,South Dakota,2018,130
Highway Fatalities,South Dakota,2015,134
Highway Fatalities,South Dakota,2022,137
Highway Fatalities,South Dakota,2010,140
Highway Fatalities,South Dakota,2023,140
Highway Fatalities,South Dakota,2020,141
Highway Fatalities,South Dakota,2021,148
Highway Fatalities,Tennessee,2015,962
Highway Fatalities,Tennessee,2017,"1,024"
Highway Fatalities,Tennessee,2010,"1,032"
Highway Fatalities,Tennessee,2016,"1,037"
Highway Fatalities,Tennessee,2018,"1,040"
Highway Fatalities,Tennessee,2019,"1,136"
Highway Fatalities,Tennessee,2020,"1,217"
Highway Fatalities,Tennessee,2022,"1,313"
Highway Fatalities,Tennessee,2023,"1,323"
Highway Fatalities,Tennessee,2021,"1,327"
Highway Fatalities,Texas,2010,"3,023"
Highway Fatalities,Texas,2015,"3,582"
Highway Fatalities,Texas,2019,"3,619"
Highway Fatalities,Texas,2018,"3,648"
Highway Fatalities,Texas,2017,"3,732"
Highway Fatalities,Texas,2016,"3,797"
Highway Fatalities,Texas,2020,"3,874"
Highway Fatalities,Texas,2023,"4,291"
Highway Fatalities,Texas,2022,"4,408"
Highway Fatalities,Texas,2021,"4,500"
Highway Fatalities,Utah,2019,248
Highway Fatalities,Utah,2010,253
Highway Fatalities,Utah,2018,260
Highway Fatalities,Utah,2017,273
Highway Fatalities,Utah,2020,276
Highway Fatalities,Utah,2015,278
Highway Fatalities,Utah,2023,280
Highway Fatalities,Utah,2016,281
Highway Fatalities,Utah,2022,319
Highway Fatalities,Utah,2021,332
Highway Fatalities,Vermont,2019,47
Highway Fatalities,Vermont,2015,57
Highway Fatalities,Vermont,2016,62
Highway Fatalities,Vermont,2020,62
Highway Fatalities,Vermont,2018,68
Highway Fatalities,Vermont,2017,69
Highway Fatalities,Vermont,2023,69
Highway Fatalities,Vermont,2010,71
Highway Fatalities,Vermont,2021,74
Highway Fatalities,Vermont,2022,76
Highway Fatalities,Virginia,2010,740
Highway Fatalities,Virginia,2015,754
Highway Fatalities,Virginia,2016,760
Highway Fatalities,Virginia,2018,820
Highway Fatalities,Virginia,2019,831
Highway Fatalities,Virginia,2017,839
Highway Fatalities,Virginia,2020,850
Highway Fatalities,Virginia,2023,913
Highway Fatalities,Virginia,2021,973
Highway Fatalities,Virginia,2022,"1,006"
Highway Fatalities,Washington,2010,460
Highway Fatalities,Washington,2016,536
Highway Fatalities,Washington,2019,538
Highway Fatalities,Washington,2018,539
Highway Fatalities,Washington,2015,551
Highway Fatalities,Washington,2020,560
Highway Fatalities,Washington,2017,563
Highway Fatalities,Washington,2021,674
Highway Fatalities,Washington,2022,743
Highway Fatalities,Washington,2023,810
Highway Fatalities,West Virginia,2019,260
Highway Fatalities,West Virginia,2023,260
Highway Fatalities,West Virginia,2022,266
Highway Fatalities,West Virginia,2020,267
Highway Fatalities,West Virginia,2015,268
Highway Fatalities,West Virginia,2016,269
Highway Fatalities,West Virginia,2021,282
Highway Fatalities,West Virginia,2018,294
Highway Fatalities,West Virginia,2017,304
Highway Fatalities,West Virginia,2010,315
Highway Fatalities,Wisconsin,2015,566
Highway Fatalities,Wisconsin,2019,567
Highway Fatalities,Wisconsin,2010,572
Highway Fatalities,Wisconsin,2023,583
Highway Fatalities,Wisconsin,2018,589
Highway Fatalities,Wisconsin,2022,604
Highway Fatalities,Wisconsin,2016,607
Highway Fatalities,Wisconsin,2017,613
Highway Fatalities,Wisconsin,2020,614
Highway Fatalities,Wisconsin,2021,620
Highway Fatalities,Wyoming,2021,110
Highway Fatalities,Wyoming,2018,111
Highway Fatalities,Wyoming,2016,112
Highway Fatalities,Wyoming,2017,123
Highway Fatalities,Wyoming,2020,127
Highway Fatalities,Wyoming,2022,134
Highway Fatalities,Wyoming,2023,144
Highway Fatalities,Wyoming,2015,145
Highway Fatalities,Wyoming,2019,147
Highway Fatalities,Wyoming,2010,155
Transit Ridership,United States,2020,"4,512,969,610"
Transit Ridership,United States,2021,"4,680,486,901"
Transit Ridership,United States,2022,"6,058,294,673"
Transit Ridership,United States,2023,"6,976,495,832"
Transit Ridership,United States,2024,"7,605,408,451"
Transit Ridership,United States,2018,"9,660,070,342"
Transit Ridership,United States,2019,"9,695,330,196"
Transit Ridership,United States,2017,"9,816,912,013"
Transit Ridership,United States,2010,"9,958,102,426"
Transit Ridership,United States,2016,"10,054,705,026"
Transit Ridership,United States,2015,"10,258,935,718"
Transit Ridership,Alabama,2021,"3,153,897"
Transit Ridership,Alabama,2022,"3,638,596"
Transit Ridership,Alabama,2020,"3,718,139"
Transit Ridership,Alabama,2023,"3,764,386"
Transit Ridership,Alabama,2024,"4,010,979"
Transit Ridership,Alabama,2019,"5,827,760"
Transit Ridership,Alabama,2017,"6,054,822"
Transit Ridership,Alabama,2018,"6,191,621"
Transit Ridership,Alabama,2016,"6,249,641"
Transit Ridership,Alabama,2010,"6,302,817"
Transit Ridership,Alabama,2015,"6,425,453"
Transit Ridership,Alaska,2020,"1,966,321"
Transit Ridership,Alaska,2021,"2,360,169"
Transit Ridership,Alaska,2022,"2,951,428"
Transit Ridership,Alaska,2023,"3,343,311"
Transit Ridership,Alaska,2024,"3,675,231"
Transit Ridership,Alaska,2018,"3,766,413"
Transit Ridership,Alaska,2017,"3,807,980"
Transit Ridership,Alaska,2019,"3,953,771"
Transit Ridership,Alaska,2016,"4,005,042"
Transit Ridership,Alaska,2015,"4,206,851"
Transit Ridership,Alaska,2010,"5,089,725"
Transit Ridership,Arizona,2021,"46,470,408"
Transit Ridership,Arizona,2020,"50,319,364"
Transit Ridership,Arizona,2022,"55,981,649"
Transit Ridership,Arizona,2023,"61,036,167"
Transit Ridership,Arizona,2024,"63,179,358"
Transit Ridership,Arizona,2019,"87,576,474"
Transit Ridership,Arizona,2010,"90,569,470"
Transit Ridership,Arizona,2016,"90,817,254"
Transit Ridership,Arizona,2018,"91,500,667"
Transit Ridership,Arizona,2015,"92,349,330"
Transit Ridership,Arizona,2017,"92,446,919"
Transit Ridership,Arkansas,2021,"1,368,839"
Transit Ridership,Arkansas,2020,"1,565,366"
Transit Ridership,Arkansas,2022,"1,750,545"
Transit Ridership,Arkansas,2023,"2,230,540"
Transit Ridership,Arkansas,2024,"2,494,477"
Transit Ridership,Arkansas,2019,"2,564,760"
Transit Ridership,Arkansas,2018,"2,598,595"
Transit Ridership,Arkansas,2017,"2,805,400"
Transit Ridership,Arkansas,2016,"2,970,767"
Transit Ridership,Arkansas,2015,"3,060,813"
Transit Ridership,Arkansas,2010,"4,671,028"
Transit Ridership,California,2021,"588,316,059"
Transit Ridership,California,2020,"597,683,217"
Transit Ridership,California,2022,"760,473,056"
Transit Ridership,California,2023,"874,768,731"
Transit Ridership,California,2024,"954,150,823"
Transit Ridership,California,2019,"1,240,685,148"
Transit Ridership,California,2018,"1,264,901,583"
Transit Ridership,California,2017,"1,284,220,318"
Transit Ridership,California,2016,"1,337,998,416"
Transit Ridership,California,2010,"1,365,719,798"
Transit Ridership,California,2015,"1,399,855,466"
Transit Ridership,Colorado,2021,"52,917,472"
Transit Ridership,Colorado,2020,"56,937,533"
Transit Ridership,Colorado,2022,"66,230,262"
Transit Ridership,Colorado,2023,"70,646,082"
Transit Ridership,Colorado,2024,"70,989,117"
Transit Ridership,Colorado,2010,"105,310,229"
Transit Ridership,Colorado,2017,"107,173,596"
Transit Ridership,Colorado,2015,"111,141,661"
Transit Ridership,Colorado,2016,"112,172,698"
Transit Ridership,Colorado,2018,"113,725,709"
Transit Ridership,Colorado,2019,"114,304,344"
Transit Ridership,Connecticut,2021,"24,568,213"
Transit Ridership,Connecticut,2020,"26,516,212"
Transit Ridership,Connecticut,2024,"32,765,312"
Transit Ridership,Connecticut,2022,"34,458,398"
Transit Ridership,Connecticut,2023,"35,688,936"
Transit Ridership,Connecticut,2019,"39,707,695"
Transit Ridership,Connecticut,2018,"40,054,279"
Transit Ridership,Connecticut,2017,"40,653,415"
Transit Ridership,Connecticut,2010,"41,159,650"
Transit Ridership,Connecticut,2016,"43,075,961"
Transit Ridership,Connecticut,2015,"44,430,091"
Transit Ridership,Delaware,2020,"5,140,713"
Transit Ridership,Delaware,2021,"6,136,357"
Transit Ridership,Delaware,2022,"7,726,016"
Transit Ridership,Delaware,2018,"8,007,102"
Transit Ridership,Delaware,2019,"8,212,256"
Transit Ridership,Delaware,2017,"8,336,671"
Transit Ridership,Delaware,2016,"8,746,630"
Transit Ridership,Delaware,2023,"8,792,025"
Transit Ridership,Delaware,2024,"9,127,627"
Transit Ridership,Delaware,2015,"9,758,103"
Transit Ridership,Delaware,2010,"10,464,279"
Transit Ridership,District of Columbia,2021,"125,212,942"
Transit Ridership,District of Columbia,2020,"130,220,217"
Transit Ridership,District of Columbia,2022,"191,722,128"
Transit Ridership,District of Columbia,2023,"250,759,234"
Transit Ridership,District of Columbia,2024,"284,468,285"
Transit Ridership,District of Columbia,2018,"357,272,134"
Transit Ridership,District of Columbia,2017,"359,125,826"
Transit Ridership,District of Columbia,2016,"365,226,536"
Transit Ridership,District of Columbia,2019,"371,335,283"
Transit Ridership,District of Columbia,2015,"398,278,210"
Transit Ridership,District of Columbia,2010,"415,377,200"
Transit Ridership,Florida,2020,"148,175,762"
Transit Ridership,Florida,2021,"156,580,028"
Transit Ridership,Florida,2022,"174,945,471"
Transit Ridership,Florida,2023,"191,937,129"
Transit Ridership,Florida,2024,"202,469,552"
Transit Ridership,Florida,2019,"244,002,534"
Transit Ridership,Florida,2018,"246,259,219"
Transit Ridership,Florida,2017,"259,342,906"
Transit Ridership,Florida,2016,"280,185,134"
Transit Ridership,Florida,2010,"288,474,796"
Transit Ridership,Florida,2015,"305,132,540"
Transit Ridership,Georgia,2021,"57,121,289"
Transit Ridership,Georgia,2022,"66,279,180"
Transit Ridership,Georgia,2020,"66,490,837"
Transit Ridership,Georgia,2023,"75,189,013"
Transit Ridership,Georgia,2024,"77,353,035"
Transit Ridership,Georgia,2019,"135,033,211"
Transit Ridership,Georgia,2018,"138,400,488"
Transit Ridership,Georgia,2017,"145,252,777"
Transit Ridership,Georgia,2016,"149,123,289"
Transit Ridership,Georgia,2015,"162,108,051"
Transit Ridership,Georgia,2010,"173,334,691"
Transit Ridership,Hawaii,2020,"33,042,319"
Transit Ridership,Hawaii,2021,"34,483,166"
Transit Ridership,Hawaii,2022,"39,770,986"
Transit Ridership,Hawaii,2023,"43,324,428"
Transit Ridership,Hawaii,2024,"44,887,684"
Transit Ridership,Hawaii,2019,"64,501,972"
Transit Ridership,Hawaii,2018,"67,048,149"
Transit Ridership,Hawaii,2017,"68,238,552"
Transit Ridership,Hawaii,2016,"70,493,635"
Transit Ridership,Hawaii,2010,"72,277,873"
Transit Ridership,Hawaii,2015,"72,495,421"
Transit Ridership,Idaho,2024,"399,176"
Transit Ridership,Idaho,2023,"954,788"
Transit Ridership,Idaho,2021,"1,029,113"
Transit Ridership,Idaho,2022,"1,185,583"
Transit Ridership,Idaho,2020,"1,241,016"
Transit Ridership,Idaho,2015,"1,417,117"
Transit Ridership,Idaho,2016,"1,465,598"
Transit Ridership,Idaho,2019,"1,537,820"
Transit Ridership,Idaho,2018,"1,541,376"
Transit Ridership,Idaho,2017,"1,564,107"
Transit Ridership,Idaho,2010,"2,586,438"
Transit Ridership,Illinois,2021,"241,598,073"
Transit Ridership,Illinois,2020,"247,162,039"
Transit Ridership,Illinois,2022,"303,691,425"
Transit Ridership,Illinois,2023,"352,085,594"
Transit Ridership,Illinois,2024,"389,927,133"
Transit Ridership,Illinois,2019,"579,235,189"
Transit Ridership,Illinois,2018,"599,861,008"
Transit Ridership,Illinois,2017,"614,344,933"
Transit Ridership,Illinois,2016,"635,552,853"
Transit Ridership,Illinois,2010,"649,667,041"
Transit Ridership,Illinois,2015,"658,071,995"
Transit Ridership,Indiana,2021,"15,074,934"
Transit Ridership,Indiana,2020,"15,641,500"
Transit Ridership,Indiana,2022,"18,209,992"
Transit Ridership,Indiana,2023,"21,661,674"
Transit Ridership,Indiana,2024,"22,329,939"
Transit Ridership,Indiana,2018,"28,784,597"
Transit Ridership,Indiana,2019,"29,211,044"
Transit Ridership,Indiana,2017,"29,245,366"
Transit Ridership,Indiana,2016,"30,916,347"
Transit Ridership,Indiana,2010,"31,223,651"
Transit Ridership,Indiana,2015,"32,551,093"
Transit Ridership,Iowa,2020,"8,736,171"
Transit Ridership,Iowa,2021,"9,540,651"
Transit Ridership,Iowa,2022,"12,482,934"
Transit Ridership,Iowa,2023,"14,141,708"
Transit Ridership,Iowa,2024,"15,871,568"
Transit Ridership,Iowa,2019,"18,270,009"
Transit Ridership,Iowa,2018,"19,014,386"
Transit Ridership,Iowa,2017,"19,510,806"
Transit Ridership,Iowa,2016,"20,248,748"
Transit Ridership,Iowa,2010,"20,961,671"
Transit Ridership,Iowa,2015,"21,185,891"
Transit Ridership,Kansas,2020,"3,091,341"
Transit Ridership,Kansas,2021,"3,152,204"
Transit Ridership,Kansas,2022,"4,063,025"
Transit Ridership,Kansas,2024,"5,224,674"
Transit Ridership,Kansas,2023,"5,309,361"
Transit Ridership,Kansas,2018,"6,031,251"
Transit Ridership,Kansas,2019,"6,125,255"
Transit Ridership,Kansas,2017,"6,480,024"
Transit Ridership,Kansas,2016,"6,580,736"
Transit Ridership,Kansas,2015,"6,916,528"
Transit Ridership,Kansas,2010,"7,103,105"
Transit Ridership,Kentucky,2021,"9,345,277"
Transit Ridership,Kentucky,2020,"10,422,844"
Transit Ridership,Kentucky,2022,"11,003,685"
Transit Ridership,Kentucky,2023,"12,937,323"
Transit Ridership,Kentucky,2024,"13,303,505"
Transit Ridership,Kentucky,2019,"18,950,156"
Transit Ridership,Kentucky,2018,"20,133,438"
Transit Ridership,Kentucky,2017,"20,837,875"
Transit Ridership,Kentucky,2016,"21,500,782"
Transit Ridership,Kentucky,2015,"22,368,064"
Transit Ridership,Kentucky,2010,"23,903,505"
Transit Ridership,Louisiana,2021,"12,413,170"
Transit Ridership,Louisiana,2020,"13,295,069"
Transit Ridership,Louisiana,2022,"18,512,210"
Transit Ridership,Louisiana,2023,"21,659,954"
Transit Ridership,Louisiana,2024,"23,564,724"
Transit Ridership,Louisiana,2019,"26,757,934"
Transit Ridership,Louisiana,2010,"28,079,099"
Transit Ridership,Louisiana,2018,"29,773,116"
Transit Ridership,Louisiana,2017,"30,696,059"
Transit Ridership,Louisiana,2016,"30,846,954"
Transit Ridership,Louisiana,2015,"31,014,617"
Transit Ridership,Maine,2020,"1,921,921"
Transit Ridership,Maine,2021,"2,341,477"
Transit Ridership,Maine,2022,"2,869,909"
Transit Ridership,Maine,2017,"2,910,713"
Transit Ridership,Maine,2015,"3,120,101"
Transit Ridership,Maine,2023,"3,500,352"
Transit Ridership,Maine,2016,"3,619,402"
Transit Ridership,Maine,2024,"3,722,100"
Transit Ridership,Maine,2018,"3,804,859"
Transit Ridership,Maine,2019,"4,013,944"
Transit Ridership,Maine,2010,"4,191,476"
Transit Ridership,Maryland,2021,"61,240,224"
Transit Ridership,Maryland,2020,"66,348,041"
Transit Ridership,Maryland,2022,"72,450,442"
Transit Ridership,Maryland,2023,"83,124,146"
Transit Ridership,Maryland,2024,"94,757,680"
Transit Ridership,Maryland,2019,"121,768,900"
Transit Ridership,Maryland,2018,"123,753,128"
Transit Ridership,Maryland,2017,"130,955,461"
Transit Ridership,Maryland,2016,"140,356,539"
Transit Ridership,Maryland,2015,"146,522,942"
Transit Ridership,Maryland,2010,"156,569,054"
Transit Ridership,Massachusetts,2020,"166,602,907"
Transit Ridership,Massachusetts,2021,"184,356,453"
Transit Ridership,Massachusetts,2022,"243,655,618"
Transit Ridership,Massachusetts,2023,"271,271,904"
Transit Ridership,Massachusetts,2024,"288,302,726"
Transit Ridership,Massachusetts,2010,"390,936,893"
Transit Ridership,Massachusetts,2019,"398,274,011"
Transit Ridership,Massachusetts,2018,"402,393,193"
Transit Ridership,Massachusetts,2017,"413,093,093"
Transit Ridership,Massachusetts,2016,"428,506,568"
Transit Ridership,Massachusetts,2015,"434,962,411"
Transit Ridership,Michigan,2021,"32,241,861"
Transit Ridership,Michigan,2020,"35,722,555"
Transit Ridership,Michigan,2022,"42,426,673"
Transit Ridership,Michigan,2023,"50,612,385"
Transit Ridership,Michigan,2024,"58,090,996"
Transit Ridership,Michigan,2019,"83,246,036"
Transit Ridership,Michigan,2017,"84,035,738"
Transit Ridership,Michigan,2018,"84,320,614"
Transit Ridership,Michigan,2016,"86,530,700"
Transit Ridership,Michigan,2015,"87,287,564"
Transit Ridership,Michigan,2010,"97,909,835"
Transit Ridership,Minnesota,2021,"41,459,439"
Transit Ridership,Minnesota,2020,"44,402,309"
Transit Ridership,Minnesota,2022,"49,785,993"
Transit Ridership,Minnesota,2023,"57,193,670"
Transit Ridership,Minnesota,2024,"61,063,110"
Transit Ridership,Minnesota,2019,"98,485,871"
Transit Ridership,Minnesota,2010,"98,839,943"
Transit Ridership,Minnesota,2018,"101,321,491"
Transit Ridership,Minnesota,2017,"102,425,858"
Transit Ridership,Minnesota,2016,"103,339,014"
Transit Ridership,Minnesota,2015,"106,477,704"
Transit Ridership,Mississippi,2020,"935,694"
Transit Ridership,Mississippi,2021,"1,041,357"
Transit Ridership,Mississippi,2022,"1,079,488"
Transit Ridership,Mississippi,2024,"1,204,331"
Transit Ridership,Mississippi,2023,"1,240,247"
Transit Ridership,Mississippi,2018,"1,370,388"
Transit Ridership,Mississippi,2017,"1,372,870"
Transit Ridership,Mississippi,2019,"1,394,289"
Transit Ridership,Mississippi,2015,"1,453,886"
Transit Ridership,Mississippi,2010,"1,484,557"
Transit Ridership,Mississippi,2016,"1,492,372"
Transit Ridership,Missouri,2021,"30,003,402"
Transit Ridership,Missouri,2020,"32,635,642"
Transit Ridership,Missouri,2022,"33,239,603"
Transit Ridership,Missouri,2023,"35,646,808"
Transit Ridership,Missouri,2024,"37,046,094"
Transit Ridership,Missouri,2019,"52,998,664"
Transit Ridership,Missouri,2018,"54,622,906"
Transit Ridership,Missouri,2017,"57,596,202"
Transit Ridership,Missouri,2016,"60,765,224"
Transit Ridership,Missouri,2010,"60,791,091"
Transit Ridership,Missouri,2015,"63,685,663"
Transit Ridership,Montana,2020,"1,513,447"
Transit Ridership,Montana,2021,"1,516,940"
Transit Ridership,Montana,2022,"1,804,974"
Transit Ridership,Montana,2023,"2,145,662"
Transit Ridership,Montana,2010,"2,270,871"
Transit Ridership,Montana,2024,"2,432,433"
Transit Ridership,Montana,2019,"2,729,057"
Transit Ridership,Montana,2018,"2,795,767"
Transit Ridership,Montana,2015,"2,817,374"
Transit Ridership,Montana,2017,"2,841,067"
Transit Ridership,Montana,2016,"2,930,503"
Transit Ridership,Nebraska,2020,"3,847,602"
Transit Ridership,Nebraska,2021,"4,185,077"
Transit Ridership,Nebraska,2022,"5,089,295"
Transit Ridership,Nebraska,2023,"5,495,830"
Transit Ridership,Nebraska,2010,"5,724,396"
Transit Ridership,Nebraska,2024,"5,822,712"
Transit Ridership,Nebraska,2019,"5,823,510"
Transit Ridership,Nebraska,2018,"5,999,448"
Transit Ridership,Nebraska,2016,"6,006,585"
Transit Ridership,Nebraska,2017,"6,100,993"
Transit Ridership,Nebraska,2015,"6,253,549"
Transit Ridership,Nevada,2021,"43,874,569"
Transit Ridership,Nevada,2020,"44,885,221"
Transit Ridership,Nevada,2022,"52,097,718"
Transit Ridership,Nevada,2023,"58,891,112"
Transit Ridership,Nevada,2024,"62,146,648"
Transit Ridership,Nevada,2010,"64,071,646"
Transit Ridership,Nevada,2018,"74,651,784"
Transit Ridership,Nevada,2019,"75,588,165"
Transit Ridership,Nevada,2017,"78,857,718"
Transit Ridership,Nevada,2016,"79,429,913"
Transit Ridership,Nevada,2015,"82,061,063"
Transit Ridership,New Hampshire,2020,"439,786"
Transit Ridership,New Hampshire,2021,"526,988"
Transit Ridership,New Hampshire,2022,"578,558"
Transit Ridership,New Hampshire,2023,"645,030"
Transit Ridership,New Hampshire,2024,"781,101"
Transit Ridership,New Hampshire,2019,"877,906"
Transit Ridership,New Hampshire,2018,"883,553"
Transit Ridership,New Hampshire,2017,"921,532"
Transit Ridership,New Hampshire,2016,"1,637,758"
Transit Ridership,New Hampshire,2015,"2,325,018"
Transit Ridership,New Hampshire,2010,"3,042,549"
Transit Ridership,New Jersey,2020,"137,219,495"
Transit Ridership,New Jersey,2021,"147,236,150"
Transit Ridership,New Jersey,2022,"196,410,203"
Transit Ridership,New Jersey,2023,"231,476,303"
Transit Ridership,New Jersey,2024,"247,293,273"
Transit Ridership,New Jersey,2018,"308,323,724"
Transit Ridership,New Jersey,2019,"308,763,921"
Transit Ridership,New Jersey,2017,"309,328,416"
Transit Ridership,New Jersey,2010,"315,359,741"
Transit Ridership,New Jersey,2016,"316,928,371"
Transit Ridership,New Jersey,2015,"321,650,481"
Transit Ridership,New Mexico,2021,"5,190,979"
Transit Ridership,New Mexico,2020,"5,634,741"
Transit Ridership,New Mexico,2022,"7,164,661"
Transit Ridership,New Mexico,2023,"8,170,104"
Transit Ridership,New Mexico,2024,"8,497,831"
Transit Ridership,New Mexico,2019,"10,658,236"
Transit Ridership,New Mexico,2018,"11,680,411"
Transit Ridership,New Mexico,2017,"11,888,664"
Transit Ridership,New Mexico,2016,"13,191,659"
Transit Ridership,New Mexico,2015,"14,236,905"
Transit Ridership,New Mexico,2010,"14,531,752"
Transit Ridership,New York,2020,"1,806,764,126"
Transit Ridership,New York,2021,"2,018,488,484"
Transit Ridership,New York,2022,"2,677,755,375"
Transit Ridership,New York,2023,"3,096,455,486"
Transit Ridership,New York,2024,"3,404,911,659"
Transit Ridership,New York,2010,"3,857,170,914"
Transit Ridership,New York,2018,"3,969,563,781"
Transit Ridership,New York,2017,"4,028,102,737"
Transit Ridership,New York,2015,"4,032,817,208"
Transit Ridership,New York,2016,"4,059,869,997"
Transit Ridership,New York,2019,"4,067,674,201"
Transit Ridership,North Carolina,2021,"33,497,292"
Transit Ridership,North Carolina,2020,"34,165,571"
Transit Ridership,North Carolina,2022,"39,980,741"
Transit Ridership,North Carolina,2023,"43,196,990"
Transit Ridership,North Carolina,2024,"45,805,387"
Transit Ridership,North Carolina,2018,"60,280,344"
Transit Ridership,North Carolina,2017,"60,319,941"
Transit Ridership,North Carolina,2010,"61,631,022"
Transit Ridership,North Carolina,2019,"62,049,483"
Transit Ridership,North Carolina,2016,"62,190,326"
Transit Ridership,North Carolina,2015,"64,256,014"
Transit Ridership,North Dakota,2020,"1,024,402"
Transit Ridership,North Dakota,2021,"1,065,004"
Transit Ridership,North Dakota,2022,"1,178,250"
Transit Ridership,North Dakota,2023,"1,232,607"
Transit Ridership,North Dakota,2024,"1,285,061"
Transit Ridership,North Dakota,2019,"1,687,207"
Transit Ridership,North Dakota,2017,"1,806,996"
Transit Ridership,North Dakota,2018,"1,808,234"
Transit Ridership,North Dakota,2016,"1,904,779"
Transit Ridership,North Dakota,2015,"2,070,755"
Transit Ridership,North Dakota,2010,"2,326,280"
Transit Ridership,Ohio,2021,"48,890,461"
Transit Ridership,Ohio,2020,"49,150,452"
Transit Ridership,Ohio,2022,"55,955,743"
Transit Ridership,Ohio,2023,"66,823,294"
Transit Ridership,Ohio,2024,"72,309,219"
Transit Ridership,Ohio,2019,"89,275,622"
Transit Ridership,Ohio,2018,"92,881,196"
Transit Ridership,Ohio,2017,"97,718,564"
Transit Ridership,Ohio,2016,"104,266,384"
Transit Ridership,Ohio,2010,"104,304,236"
Transit Ridership,Ohio,2015,"109,020,003"
Transit Ridership,Oklahoma,2021,"3,610,437"
Transit Ridership,Oklahoma,2020,"3,909,654"
Transit Ridership,Oklahoma,2022,"4,610,016"
Transit Ridership,Oklahoma,2023,"5,266,742"
Transit Ridership,Oklahoma,2024,"5,553,338"
Transit Ridership,Oklahoma,2018,"5,802,569"
Transit Ridership,Oklahoma,2017,"6,031,946"
Transit Ridership,Oklahoma,2019,"6,032,787"
Transit Ridership,Oklahoma,2016,"6,157,374"
Transit Ridership,Oklahoma,2015,"6,314,091"
Transit Ridership,Oklahoma,2010,"7,011,713"
Transit Ridership,Oregon,2021,"54,126,183"
Transit Ridership,Oregon,2020,"61,241,692"
Transit Ridership,Oregon,2022,"66,904,453"
Transit Ridership,Oregon,2023,"77,517,834"
Transit Ridership,Oregon,2024,"83,254,502"
Transit Ridership,Oregon,2019,"120,086,974"
Transit Ridership,Oregon,2018,"121,188,440"
Transit Ridership,Oregon,2017,"122,833,719"
Transit Ridership,Oregon,2010,"123,429,033"
Transit Ridership,Oregon,2016,"124,604,908"
Transit Ridership,Oregon,2015,"125,244,039"
Transit Ridership,Pennsylvania,2021,"184,767,735"
Transit Ridership,Pennsylvania,2020,"184,807,165"
Transit Ridership,Pennsylvania,2022,"243,511,726"
Transit Ridership,Pennsylvania,2023,"259,444,201"
Transit Ridership,Pennsylvania,2024,"275,901,798"
Transit Ridership,Pennsylvania,2019,"408,978,319"
Transit Ridership,Pennsylvania,2018,"415,840,596"
Transit Ridership,Pennsylvania,2017,"421,458,586"
Transit Ridership,Pennsylvania,2010,"435,431,339"
Transit Ridership,Pennsylvania,2016,"438,134,685"
Transit Ridership,Pennsylvania,2015,"454,491,611"
Transit Ridership,Puerto Rico,2020,"8,161,889"
Transit Ridership,Puerto Rico,2021,"9,137,133"
Transit Ridership,Puerto Rico,2022,"10,063,346"
Transit Ridership,Puerto Rico,2023,"10,383,009"
Transit Ridership,Puerto Rico,2024,"13,294,927"
Transit Ridership,Puerto Rico,2017,"24,676,733"
Transit Ridership,Puerto Rico,2019,"24,727,501"
Transit Ridership,Puerto Rico,2018,"25,955,434"
Transit Ridership,Puerto Rico,2016,"33,561,137"
Transit Ridership,Puerto Rico,2015,"40,738,154"
Transit Ridership,Puerto Rico,2010,"63,690,019"
Transit Ridership,Rhode Island,2021,"8,812,611"
Transit Ridership,Rhode Island,2020,"9,099,342"
Transit Ridership,Rhode Island,2022,"10,431,304"
Transit Ridership,Rhode Island,2023,"12,619,586"
Transit Ridership,Rhode Island,2024,"13,087,751"
Transit Ridership,Rhode Island,2017,"16,456,929"
Transit Ridership,Rhode Island,2019,"16,465,717"
Transit Ridership,Rhode Island,2018,"16,711,783"
Transit Ridership,Rhode Island,2016,"17,370,952"
Transit Ridership,Rhode Island,2015,"18,133,557"
Transit Ridership,Rhode Island,2010,"18,266,659"
Transit Ridership,South Carolina,2021,"5,105,908"
Transit Ridership,South Carolina,2020,"5,134,953"
Transit Ridership,South Carolina,2022,"5,157,935"
Transit Ridership,South Carolina,2023,"5,582,126"
Transit Ridership,South Carolina,2024,"6,391,293"
Transit Ridership,South Carolina,2019,"7,891,854"
Transit Ridership,South Carolina,2018,"8,181,695"
Transit Ridership,South Carolina,2010,"9,089,311"
Transit Ridership,South Carolina,2017,"9,094,138"
Transit Ridership,South Carolina,2016,"9,316,985"
Transit Ridership,South Carolina,2015,"9,562,121"
Transit Ridership,South Dakota,2021,"440,542"
Transit Ridership,South Dakota,2022,"441,148"
Transit Ridership,South Dakota,2020,"484,335"
Transit Ridership,South Dakota,2023,"554,670"
Transit Ridership,South Dakota,2024,"578,652"
Transit Ridership,South Dakota,2019,"853,523"
Transit Ridership,South Dakota,2018,"873,536"
Transit Ridership,South Dakota,2017,"894,836"
Transit Ridership,South Dakota,2016,"950,851"
Transit Ridership,South Dakota,2015,"1,006,502"
Transit Ridership,South Dakota,2010,"1,402,514"
Transit Ridership,Tennessee,2021,"12,453,982"
Transit Ridership,Tennessee,2020,"13,164,665"
Transit Ridership,Tennessee,2022,"15,006,308"
Transit Ridership,Tennessee,2023,"16,851,562"
Transit Ridership,Tennessee,2024,"17,679,594"
